                TABLE OF MODE A AND MODE C ENCODER DATA                                    
                                                          
													
													
													
ALTITUDE  A1   A2   A4   B1   B2   B4   C1   C2   C4   D1   D2   D4   SQUAWK
91100     1    0    0    1    0    0    1    1    0    0    1    1    1136
91200     1    0    0    1    0    0    1    0    0    0    1    1    1116
91300     1    0    0    1    0    1    1    0    0    0    1    1    1516
91400     1    0    0    1    0    1    1    1    0    0    1    1    1536
91500     1    0    0    1    0    1    0    1    0    0    1    1    1526
91600     1    0    0    1    0    1    0    1    1    0    1    1    1566
91700     1    0    0    1    0    1    0    0    1    0    1    1    1546
91800     1    0    0    1    1    1    0    0    1    0    1    1    1746
91900     1    0    0    1    1    1    0    1    1    0    1    1    1766
92000     1    0    0    1    1    1    0    1    0    0    1    1    1726
92100     1    0    0    1    1    1    1    1    0    0    1    1    1736
92200     1    0    0    1    1    1    1    0    0    0    1    1    1716
92300     1    0    0    1    1    0    1    0    0    0    1    1    1316
92400     1    0    0    1    1    0    1    1    0    0    1    1    1336
92500     1    0    0    1    1    0    0    1    0    0    1    1    1326
92600     1    0    0    1    1    0    0    1    1    0    1    1    1366
92700     1    0    0    1    1    0    0    0    1    0    1    1    1346
92800     1    0    0    0    1    0    0    0    1    0    1    1    1246
92900     1    0    0    0    1    0    0    1    1    0    1    1    1266
93000     1    0    0    0    1    0    0    1    0    0    1    1    1226
93100     1    0    0    0    1    0    1    1    0    0    1    1    1236
93200     1    0    0    0    1    0    1    0    0    0    1    1    1216
93300     1    0    0    0    1    1    1    0    0    0    1    1    1616
93400     1    0    0    0    1    1    1    1    0    0    1    1    1636
93500     1    0    0    0    1    1    0    1    0    0    1    1    1626
93600     1    0    0    0    1    1    0    1    1    0    1    1    1666
93700     1    0    0    0    1    1    0    0    1    0    1    1    1646
93800     1    0    0    0    0    1    0    0    1    0    1    1    1446
93900     1    0    0    0    0    1    0    1    1    0    1    1    1466
94000     1    0    0    0    0    1    0    1    0    0    1    1    1426
94100     1    0    0    0    0    1    1    1    0    0    1    1    1436
94200     1    0    0    0    0    1    1    0    0    0    1    1    1416
94300     1    0    0    0    0    0    1    0    0    0    1    1    1016
94400     1    0    0    0    0    0    1    1    0    0    1    1    1036
94500     1    0    0    0    0    0    0    1    0    0    1    1    1026
94600     1    0    0    0    0    0    0    1    1    0    1    1    1066
94700     1    0    0    0    0    0    0    0    1    0    1    1    1046
94800     1    0    0    0    0    0    0    0    1    0    1    0    1042
94900     1    0    0    0    0    0    0    1    1    0    1    0    1062
95000     1    0    0    0    0    0    0    1    0    0    1    0    1022
95100     1    0    0    0    0    0    1    1    0    0    1    0    1032
95200     1    0    0    0    0    0    1    0    0    0    1    0    1012
95300     1    0    0    0    0    1    1    0    0    0    1    0    1412
95400     1    0    0    0    0    1    1    1    0    0    1    0    1432
95500     1    0    0    0    0    1    0    1    0    0    1    0    1422
95600     1    0    0    0    0    1    0    1    1    0    1    0    1462
95700     1    0    0    0    0    1    0    0    1    0    1    0    1442
95800     1    0    0    0    1    1    0    0    1    0    1    0    1642
95900     1    0    0    0    1    1    0    1    1    0    1    0    1662
96000     1    0    0    0    1    1    0    1    0    0    1    0    1622
96100     1    0    0    0    1    1    1    1    0    0    1    0    1632
96200     1    0    0    0    1    1    1    0    0    0    1    0    1612
96300     1    0    0    0    1    0    1    0    0    0    1    0    1212
96400     1    0    0    0    1    0    1    1    0    0    1    0    1232
96500     1    0    0    0    1    0    0    1    0    0    1    0    1222
96600     1    0    0    0    1    0    0    1    1    0    1    0    1262
96700     1    0    0    0    1    0    0    0    1    0    1    0    1242
96800     1    0    0    1    1    0    0    0    1    0    1    0    1342
96900     1    0    0    1    1    0    0    1    1    0    1    0    1362
97000     1    0    0    1    1    0    0    1    0    0    1    0    1322
97100     1    0    0    1    1    0    1    1    0    0    1    0    1332
97200     1    0    0    1    1    0    1    0    0    0    1    0    1312
97300     1    0    0    1    1    1    1    0    0    0    1    0    1712
97400     1    0    0    1    1    1    1    1    0    0    1    0    1732
97500     1    0    0    1    1    1    0    1    0    0    1    0    1722
97600     1    0    0    1    1    1    0    1    1    0    1    0    1762
97700     1    0    0    1    1    1    0    0    1    0    1    0    1742
97800     1    0    0    1    0    1    0    0    1    0    1    0    1542
97900     1    0    0    1    0    1    0    1    1    0    1    0    1562
98000     1    0    0    1    0    1    0    1    0    0    1    0    1522
98100     1    0    0    1    0    1    1    1    0    0    1    0    1532
98200     1    0    0    1    0    1    1    0    0    0    1    0    1512
98300     1    0    0    1    0    0    1    0    0    0    1    0    1112
98400     1    0    0    1    0    0    1    1    0    0    1    0    1132
98500     1    0    0    1    0    0    0    1    0    0    1    0    1122
98600     1    0    0    1    0    0    0    1    1    0    1    0    1162
98700     1    0    0    1    0    0    0    0    1    0    1    0    1142
98800     1    0    1    1    0    0    0    0    1    0    1    0    5142
98900     1    0    1    1    0    0    0    1    1    0    1    0    5162
99000     1    0    1    1    0    0    0    1    0    0    1    0    5122
99100     1    0    1    1    0    0    1    1    0    0    1    0    5132
99200     1    0    1    1    0    0    1    0    0    0    1    0    5112
99300     1    0    1    1    0    1    1    0    0    0    1    0    5512
99400     1    0    1    1    0    1    1    1    0    0    1    0    5532
99500     1    0    1    1    0    1    0    1    0    0    1    0    5522
99600     1    0    1    1    0    1    0    1    1    0    1    0    5562
99700     1    0    1    1    0    1    0    0    1    0    1    0    5542
99800     1    0    1    1    1    1    0    0    1    0    1    0    5742
99900     1    0    1    1    1    1    0    1    1    0    1    0    5762
100000    1    0    1    1    1    1    0    1    0    0    1    0    5722
100100    1    0    1    1    1    1    1    1    0    0    1    0    5732
100200    1    0    1    1    1    1    1    0    0    0    1    0    5712
100300    1    0    1    1    1    0    1    0    0    0    1    0    5312
100400    1    0    1    1    1    0    1    1    0    0    1    0    5332
100500    1    0    1    1    1    0    0    1    0    0    1    0    5322
100600    1    0    1    1    1    0    0    1    1    0    1    0    5362
100700    1    0    1    1    1    0    0    0    1    0    1    0    5342
100800    1    0    1    0    1    0    0    0    1    0    1    0    5242
100900    1    0    1    0    1    0    0    1    1    0    1    0    5262
101000    1    0    1    0    1    0    0    1    0    0    1    0    5222
101100    1    0    1    0    1    0    1    1    0    0    1    0    5232
101200    1    0    1    0    1    0    1    0    0    0    1    0    5212
101300    1    0    1    0    1    1    1    0    0    0    1    0    5612
101400    1    0    1    0    1    1    1    1    0    0    1    0    5632
101500    1    0    1    0    1    1    0    1    0    0    1    0    5622
101600    1    0    1    0    1    1    0    1    1    0    1    0    5662
101700    1    0    1    0    1    1    0    0    1    0    1    0    5642
101800    1    0    1    0    0    1    0    0    1    0    1    0    5442
101900    1    0    1    0    0    1    0    1    1    0    1    0    5462
102000    1    0    1    0    0    1    0    1    0    0    1    0    5422
102100    1    0    1    0    0    1    1    1    0    0    1    0    5432
102200    1    0    1    0    0    1    1    0    0    0    1    0    5412
102300    1    0    1    0    0    0    1    0    0    0    1    0    5012
102400    1    0    1    0    0    0    1    1    0    0    1    0    5032
102500    1    0    1    0    0    0    0    1    0    0    1    0    5022
102600    1    0    1    0    0    0    0    1    1    0    1    0    5062
102700    1    0    1    0    0    0    0    0    1    0    1    0    5042
102800    1    1    1    0    0    0    0    0    1    0    1    0    7042
102900    1    1    1    0    0    0    0    1    1    0    1    0    7062
103000    1    1    1    0    0    0    0    1    0    0    1    0    7022
103100    1    1    1    0    0    0    1    1    0    0    1    0    7032
103200    1    1    1    0    0    0    1    0    0    0    1    0    7012
103300    1    1    1    0    0    1    1    0    0    0    1    0    7412
103400    1    1    1    0    0    1    1    1    0    0    1    0    7432
103500    1    1    1    0    0    1    0    1    0    0    1    0    7422
103600    1    1    1    0    0    1    0    1    1    0    1    0    7462
103700    1    1    1    0    0    1    0    0    1    0    1    0    7442
103800    1    1    1    0    1    1    0    0    1    0    1    0    7642
103900    1    1    1    0    1    1    0    1    1    0    1    0    7662
104000    1    1    1    0    1    1    0    1    0    0    1    0    7622
104100    1    1    1    0    1    1    1    1    0    0    1    0    7632
104200    1    1    1    0    1    1    1    0    0    0    1    0    7612
104300    1    1    1    0    1    0    1    0    0    0    1    0    7212
104400    1    1    1    0    1    0    1    1    0    0    1    0    7232
104500    1    1    1    0    1    0    0    1    0    0    1    0    7222
104600    1    1    1    0    1    0    0    1    1    0    1    0    7262
104700    1    1    1    0    1    0    0    0    1    0    1    0    7242
104800    1    1    1    1    1    0    0    0    1    0    1    0    7342
104900    1    1    1    1    1    0    0    1    1    0    1    0    7362
105000    1    1    1    1    1    0    0    1    0    0    1    0    7322
105100    1    1    1    1    1    0    1    1    0    0    1    0    7332
105200    1    1    1    1    1    0    1    0    0    0    1    0    7312
105300    1    1    1    1    1    1    1    0    0    0    1    0    7712
105400    1    1    1    1    1    1    1    1    0    0    1    0    7732
105500    1    1    1    1    1    1    0    1    0    0    1    0    7722
105600    1    1    1    1    1    1    0    1    1    0    1    0    7762
105700    1    1    1    1    1    1    0    0    1    0    1    0    7742
105800    1    1    1    1    0    1    0    0    1    0    1    0    7542
105900    1    1    1    1    0    1    0    1    1    0    1    0    7562
106000    1    1    1    1    0    1    0    1    0    0    1    0    7522
106100    1    1    1    1    0    1    1    1    0    0    1    0    7532
106200    1    1    1    1    0    1    1    0    0    0    1    0    7512
106300    1    1    1    1    0    0    1    0    0    0    1    0    7112
106400    1    1    1    1    0    0    1    1    0    0    1    0    7132
106500    1    1    1    1    0    0    0    1    0    0    1    0    7122
106600    1    1    1    1    0    0    0    1    1    0    1    0    7162
106700    1    1    1    1    0    0    0    0    1    0    1    0    7142
106800    1    1    0    1    0    0    0    0    1    0    1    0    3142
106900    1    1    0    1    0    0    0    1    1    0    1    0    3162
107000    1    1    0    1    0    0    0    1    0    0    1    0    3122
107100    1    1    0    1    0    0    1    1    0    0    1    0    3132
107200    1    1    0    1    0    0    1    0    0    0    1    0    3112
107300    1    1    0    1    0    1    1    0    0    0    1    0    3512
107400    1    1    0    1    0    1    1    1    0    0    1    0    3532
107500    1    1    0    1    0    1    0    1    0    0    1    0    3522
107600    1    1    0    1    0    1    0    1    1    0    1    0    3562
107700    1    1    0    1    0    1    0    0    1    0    1    0    3542
107800    1    1    0    1    1    1    0    0    1    0    1    0    3742
107900    1    1    0    1    1    1    0    1    1    0    1    0    3762
108000    1    1    0    1    1    1    0    1    0    0    1    0    3722
108100    1    1    0    1    1    1    1    1    0    0    1    0    3732
108200    1    1    0    1    1    1    1    0    0    0    1    0    3712
108300    1    1    0    1    1    0    1    0    0    0    1    0    3312
108400    1    1    0    1    1    0    1    1    0    0    1    0    3332
108500    1    1    0    1    1    0    0    1    0    0    1    0    3322
108600    1    1    0    1    1    0    0    1    1    0    1    0    3362
108700    1    1    0    1    1    0    0    0    1    0    1    0    3342
108800    1    1    0    0    1    0    0    0    1    0    1    0    3242
108900    1    1    0    0    1    0    0    1    1    0    1    0    3262
109000    1    1    0    0    1    0    0    1    0    0    1    0    3222
109100    1    1    0    0    1    0    1    1    0    0    1    0    3232
109200    1    1    0    0    1    0    1    0    0    0    1    0    3212
109300    1    1    0    0    1    1    1    0    0    0    1    0    3612
109400    1    1    0    0    1    1    1    1    0    0    1    0    3632
109500    1    1    0    0    1    1    0    1    0    0    1    0    3622
109600    1    1    0    0    1    1    0    1    1    0    1    0    3662
109700    1    1    0    0    1    1    0    0    1    0    1    0    3642
109800    1    1    0    0    0    1    0    0    1    0    1    0    3442
109900    1    1    0    0    0    1    0    1    1    0    1    0    3462
110000    1    1    0    0    0    1    0    1    0    0    1    0    3422
110100    1    1    0    0    0    1    1    1    0    0    1    0    3432
110200    1    1    0    0    0    1    1    0    0    0    1    0    3412
110300    1    1    0    0    0    0    1    0    0    0    1    0    3012
110400    1    1    0    0    0    0    1    1    0    0    1    0    3032
110500    1    1    0    0    0    0    0    1    0    0    1    0    3022
110600    1    1    0    0    0    0    0    1    1    0    1    0    3062
110700    1    1    0    0    0    0    0    0    1    0    1    0    3042
110800    0    1    0    0    0    0    0    0    1    0    1    0    2042
110900    0    1    0    0    0    0    0    1    1    0    1    0    2062
111000    0    1    0    0    0    0    0    1    0    0    1    0    2022
111100    0    1    0    0    0    0    1    1    0    0    1    0    2032
111200    0    1    0    0    0    0    1    0    0    0    1    0    2012
111300    0    1    0    0    0    1    1    0    0    0    1    0    2412
111400    0    1    0    0    0    1    1    1    0    0    1    0    2432
111500    0    1    0    0    0    1    0    1    0    0    1    0    2422
111600    0    1    0    0    0    1    0    1    1    0    1    0    2462
111700    0    1    0    0    0    1    0    0    1    0    1    0    2442
111800    0    1    0    0    1    1    0    0    1    0    1    0    2642
111900    0    1    0    0    1    1    0    1    1    0    1    0    2662
112000    0    1    0    0    1    1    0    1    0    0    1    0    2622
112100    0    1    0    0    1    1    1    1    0    0    1    0    2632
112200    0    1    0    0    1    1    1    0    0    0    1    0    2612
112300    0    1    0    0    1    0    1    0    0    0    1    0    2212
112400    0    1    0    0    1    0    1    1    0    0    1    0    2232
112500    0    1    0    0    1    0    0    1    0    0    1    0    2222
112600    0    1    0    0    1    0    0    1    1    0    1    0    2262
112700    0    1    0    0    1    0    0    0    1    0    1    0    2242
112800    0    1    0    1    1    0    0    0    1    0    1    0    2342
112900    0    1    0    1    1    0    0    1    1    0    1    0    2362
113000    0    1    0    1    1    0    0    1    0    0    1    0    2322
113100    0    1    0    1    1    0    1    1    0    0    1    0    2332
113200    0    1    0    1    1    0    1    0    0    0    1    0    2312
113300    0    1    0    1    1    1    1    0    0    0    1    0    2712
113400    0    1    0    1    1    1    1    1    0    0    1    0    2732
113500    0    1    0    1    1    1    0    1    0    0    1    0    2722
113600    0    1    0    1    1    1    0    1    1    0    1    0    2762
113700    0    1    0    1    1    1    0    0    1    0    1    0    2742
113800    0    1    0    1    0    1    0    0    1    0    1    0    2542
113900    0    1    0    1    0    1    0    1    1    0    1    0    2562
114000    0    1    0    1    0    1    0    1    0    0    1    0    2522
114100    0    1    0    1    0    1    1    1    0    0    1    0    2532
114200    0    1    0    1    0    1    1    0    0    0    1    0    2512
114300    0    1    0    1    0    0    1    0    0    0    1    0    2112
114400    0    1    0    1    0    0    1    1    0    0    1    0    2132
114500    0    1    0    1    0    0    0    1    0    0    1    0    2122
114600    0    1    0    1    0    0    0    1    1    0    1    0    2162
114700    0    1    0    1    0    0    0    0    1    0    1    0    2142
114800    0    1    1    1    0    0    0    0    1    0    1    0    6142
114900    0    1    1    1    0    0    0    1    1    0    1    0    6162
115000    0    1    1    1    0    0    0    1    0    0    1    0    6122
115100    0    1    1    1    0    0    1    1    0    0    1    0    6132
115200    0    1    1    1    0    0    1    0    0    0    1    0    6112
115300    0    1    1    1    0    1    1    0    0    0    1    0    6512
115400    0    1    1    1    0    1    1    1    0    0    1    0    6532
115500    0    1    1    1    0    1    0    1    0    0    1    0    6522
115600    0    1    1    1    0    1    0    1    1    0    1    0    6562
115700    0    1    1    1    0    1    0    0    1    0    1    0    6542
115800    0    1    1    1    1    1    0    0    1    0    1    0    6742
115900    0    1    1    1    1    1    0    1    1    0    1    0    6762
116000    0    1    1    1    1    1    0    1    0    0    1    0    6722
116100    0    1    1    1    1    1    1    1    0    0    1    0    6732
116200    0    1    1    1    1    1    1    0    0    0    1    0    6712
116300    0    1    1    1    1    0    1    0    0    0    1    0    6312
116400    0    1    1    1    1    0    1    1    0    0    1    0    6332
116500    0    1    1    1    1    0    0    1    0    0    1    0    6322
116600    0    1    1    1    1    0    0    1    1    0    1    0    6362
116700    0    1    1    1    1    0    0    0    1    0    1    0    6342
116800    0    1    1    0    1    0    0    0    1    0    1    0    6242
116900    0    1    1    0    1    0    0    1    1    0    1    0    6262
117000    0    1    1    0    1    0    0    1    0    0    1    0    6222
117100    0    1    1    0    1    0    1    1    0    0    1    0    6232
117200    0    1    1    0    1    0    1    0    0    0    1    0    6212
117300    0    1    1    0    1    1    1    0    0    0    1    0    6612
117400    0    1    1    0    1    1    1    1    0    0    1    0    6632
117500    0    1    1    0    1    1    0    1    0    0    1    0    6622
117600    0    1    1    0    1    1    0    1    1    0    1    0    6662
117700    0    1    1    0    1    1    0    0    1    0    1    0    6642
117800    0    1    1    0    0    1    0    0    1    0    1    0    6442
117900    0    1    1    0    0    1    0    1    1    0    1    0    6462
118000    0    1    1    0    0    1    0    1    0    0    1    0    6422
118100    0    1    1    0    0    1    1    1    0    0    1    0    6432
118200    0    1    1    0    0    1    1    0    0    0    1    0    6412
118300    0    1    1    0    0    0    1    0    0    0    1    0    6012
118400    0    1    1    0    0    0    1    1    0    0    1    0    6032
118500    0    1    1    0    0    0    0    1    0    0    1    0    6022
118600    0    1    1    0    0    0    0    1    1    0    1    0    6062
118700    0    1    1    0    0    0    0    0    1    0    1    0    6042
118800    0    0    1    0    0    0    0    0    1    0    1    0    4042
118900    0    0    1    0    0    0    0    1    1    0    1    0    4062
119000    0    0    1    0    0    0    0    1    0    0    1    0    4022
119100    0    0    1    0    0    0    1    1    0    0    1    0    4032
119200    0    0    1    0    0    0    1    0    0    0    1    0    4012
119300    0    0    1    0    0    1    1    0    0    0    1    0    4412
119400    0    0    1    0    0    1    1    1    0    0    1    0    4432
119500    0    0    1    0    0    1    0    1    0    0    1    0    4422
119600    0    0    1    0    0    1    0    1    1    0    1    0    4462
119700    0    0    1    0    0    1    0    0    1    0    1    0    4442
119800    0    0    1    0    1    1    0    0    1    0    1    0    4642
119900    0    0    1    0    1    1    0    1    1    0    1    0    4662
120000    0    0    1    0    1    1    0    1    0    0    1    0    4622
120100    0    0    1    0    1    1    1    1    0    0    1    0    4632
120200    0    0    1    0    1    1    1    0    0    0    1    0    4612
120300    0    0    1    0    1    0    1    0    0    0    1    0    4212
120400    0    0    1    0    1    0    1    1    0    0    1    0    4232
120500    0    0    1    0    1    0    0    1    0    0    1    0    4222
120600    0    0    1    0    1    0    0    1    1    0    1    0    4262
120700    0    0    1    0    1    0    0    0    1    0    1    0    4242
120800    0    0    1    1    1    0    0    0    1    0    1    0    4342
120900    0    0    1    1    1    0    0    1    1    0    1    0    4362
121000    0    0    1    1    1    0    0    1    0    0    1    0    4322
121100    0    0    1    1    1    0    1    1    0    0    1    0    4332
121200    0    0    1    1    1    0    1    0    0    0    1    0    4312
121300    0    0    1    1    1    1    1    0    0    0    1    0    4712
121400    0    0    1    1    1    1    1    1    0    0    1    0    4732
121500    0    0    1    1    1    1    0    1    0    0    1    0    4722
121600    0    0    1    1    1    1    0    1    1    0    1    0    4762
121700    0    0    1    1    1    1    0    0    1    0    1    0    4742
121800    0    0    1    1    0    1    0    0    1    0    1    0    4542
121900    0    0    1    1    0    1    0    1    1    0    1    0    4562
122000    0    0    1    1    0    1    0    1    0    0    1    0    4522
122100    0    0    1    1    0    1    1    1    0    0    1    0    4532
122200    0    0    1    1    0    1    1    0    0    0    1    0    4512
122300    0    0    1    1    0    0    1    0    0    0    1    0    4112
122400    0    0    1    1    0    0    1    1    0    0    1    0    4132
122500    0    0    1    1    0    0    0    1    0    0    1    0    4122
122600    0    0    1    1    0    0    0    1    1    0    1    0    4162
122700    0    0    1    1    0    0    0    0    1    0    1    0    4142
122800    0    0    0    1    0    0    0    0    1    0    1    0    0142
122900    0    0    0    1    0    0    0    1    1    0    1    0    0162
123000    0    0    0    1    0    0    0    1    0    0    1    0    0122
123100    0    0    0    1    0    0    1    1    0    0    1    0    0132
123200    0    0    0    1    0    0    1    0    0    0    1    0    0112
123300    0    0    0    1    0    1    1    0    0    0    1    0    0512
123400    0    0    0    1    0    1    1    1    0    0    1    0    0532
123500    0    0    0    1    0    1    0    1    0    0    1    0    0522
123600    0    0    0    1    0    1    0    1    1    0    1    0    0562
123700    0    0    0    1    0    1    0    0    1    0    1    0    0542
123800    0    0    0    1    1    1    0    0    1    0    1    0    0742
123900    0    0    0    1    1    1    0    1    1    0    1    0    0762
124000    0    0    0    1    1    1    0    1    0    0    1    0    0722
124100    0    0    0    1    1    1    1    1    0    0    1    0    0732
124200    0    0    0    1    1    1    1    0    0    0    1    0    0712
124300    0    0    0    1    1    0    1    0    0    0    1    0    0312
124400    0    0    0    1    1    0    1    1    0    0    1    0    0332
124500    0    0    0    1    1    0    0    1    0    0    1    0    0322
124600    0    0    0    1    1    0    0    1    1    0    1    0    0362
124700    0    0    0    1    1    0    0    0    1    0    1    0    0342
124800    0    0    0    0    1    0    0    0    1    0    1    0    0242
124900    0    0    0    0    1    0    0    1    1    0    1    0    0262
125000    0    0    0    0    1    0    0    1    0    0    1    0    0222
125100    0    0    0    0    1    0    1    1    0    0    1    0    0232
125200    0    0    0    0    1    0    1    0    0    0    1    0    0212
125300    0    0    0    0    1    1    1    0    0    0    1    0    0612
125400    0    0    0    0    1    1    1    1    0    0    1    0    0632
125500    0    0    0    0    1    1    0    1    0    0    1    0    0622
125600    0    0    0    0    1    1    0    1    1    0    1    0    0662
125700    0    0    0    0    1    1    0    0    1    0    1    0    0642
125800    0    0    0    0    0    1    0    0    1    0    1    0    0442
125900    0    0    0    0    0    1    0    1    1    0    1    0    0462
126000    0    0    0    0    0    1    0    1    0    0    1    0    0422
126100    0    0    0    0    0    1    1    1    0    0    1    0    0432
126200    0    0    0    0    0    1    1    0    0    0    1    0    0412
126300    0    0    0    0    0    0    1    0    0    0    1    0    0012
126400    0    0    0    0    0    0    1    1    0    0    1    0    0032
126500    0    0    0    0    0    0    0    1    0    0    1    0    0022
126600    0    0    0    0    0    0    0    1    1    0    1    0    0062
126700    0    0    0    0    0    0    0    0    1    0    1    0    0042
